location,size,total_sqft,bath,balcony,price,bhk,price_per_sqft
Uttarahalli,2 BHK,1000.0,2.0,0.0,63414.634146341465,2,6341463.414634147
Yelahanka,3 BHK,1705.0,3.0,2.0,103658.53658536586,3,6079679.565124098
Tumkur Road,3 BHK,1060.0,2.0,2.0,71097.56097560975,3,6707317.073170731
Chikka Tirupathi,4 Bedroom,2325.0,4.0,1.0,146341.46341463414,4,6294256.490952006
Kammagondahalli,3 BHK,1347.0,2.0,2.0,67073.17073170732,3,4979448.458181687
Kathreguppe,8 Bedroom,1200.0,8.0,3.0,304878.0487804878,8,25406504.065040648
Varthur,2 BHK,1402.0,2.0,2.0,115853.65853658537,2,8263456.38634703
Whitefield,3 BHK,2280.0,4.0,2.0,152439.0243902439,3,6685922.122379118
Whitefield ECC Road,2 BHK,1225.0,2.0,2.0,86646.34146341463,2,7073170.731707317
5th Phase JP Nagar,2 BHK,1080.0,2.0,1.0,64634.14634146341,2,5984643.17976513
Lavelle Road,3 BHK,1919.0,3.0,0.0,365853.65853658534,3,19064807.63609095
Begur Road,2 BHK,1100.0,2.0,2.0,51951.21951219512,2,4722838.137472284
Sarjapur  Road,4 BHK,2500.0,4.0,3.0,274390.243902439,4,10975609.75609756
Bannerghatta Road,2 BHK,1200.0,2.0,2.0,95121.9512195122,2,7926829.268292683
Begur Road,3 BHK,1565.0,2.0,2.0,70621.9512195122,3,4512584.742460843
Maruthi nagar kogilu,2 Bedroom,1200.0,3.0,0.0,95121.9512195122,2,7926829.268292683
Kothanur,3 BHK,1581.0,3.0,3.0,92682.9268292683,3,5862297.712161183
Whitefield,4 BHK,2882.0,5.0,1.0,243902.43902439025,4,8462957.634434082
TC Palaya,5 Bedroom,1440.0,5.0,2.0,118292.68292682926,5,8214769.647696476
Krishna Reddy Layout,3 BHK,2180.0,3.0,3.0,332926.8292682927,3,15271872.902215261
Abbigere,2 BHK,985.0,2.0,1.0,47463.41463414634,2,4818620.775040237
Sarjapur,2 BHK,950.0,2.0,2.0,42682.92682926829,2,4492939.666238767
Jai Bheema Nagar,2 BHK,1339.0,2.0,2.0,67073.17073170732,2,5009198.710359023
Ayappa Nagar,3 BHK,1449.0,3.0,1.0,87804.87804878049,3,6059687.926071808
Chikkasandra,4 Bedroom,1200.0,4.0,2.0,219512.19512195123,4,18292682.926829267
Brindavan Layout,2 BHK,1100.0,2.0,2.0,47170.73170731707,2,4288248.337028824
Hoskote,2 BHK,1003.5,2.0,0.0,34262.19512195122,2,3414269.5687046554
Kaval Byrasandra,3 Bedroom,2700.0,3.0,2.0,243902.43902439025,3,9033423.66757001
Billamaranahalli,2 BHK,1100.0,2.0,3.0,67073.17073170732,2,6097560.975609756
Electronic City,2 BHK,1140.0,2.0,1.0,40146.34146341463,2,3521608.900299529
Sarjapur,3 Bedroom,3009.0,3.0,2.0,402439.0243902439,3,13374510.614497969
Hanumantha Nagar,8 BHK,3300.0,8.0,3.0,378048.7804878049,8,11456023.651145602
Chandapura,2 BHK,800.0,1.0,2.0,36585.365853658535,2,4573170.731707317
Chikkabanavar,5 Bedroom,2000.0,4.0,0.0,79268.29268292683,5,3963414.634146341
Prasanti Nagar,4 Bedroom,1200.0,4.0,1.0,231707.31707317074,4,19308943.089430895
3rd Block Hrbr Layout,2 BHK,1300.0,2.0,3.0,115853.65853658537,2,8911819.887429643
Kanakpura Road,2 BHK,1220.0,2.0,2.0,73170.73170731707,2,5997600.959616153
Sarjapur  Road,3 BHK,2289.0,3.0,2.0,217073.17073170733,3,9483318.948523693
Whitefield,2 BHK,1170.0,2.0,1.0,68292.68292682926,2,5836981.446737544
Vignana Nagar,2 BHK,1350.0,2.0,2.0,109146.34146341463,2,8084914.182475158
Kambipura,2 BHK,883.0,2.0,1.0,54878.04878048781,2,6214954.561776648
Thanisandra,3 BHK,1698.0,3.0,2.0,152439.0243902439,3,8977563.273865953
Electronic City Phase II,4 BHK,2187.5,4.0,0.0,128048.78048780488,4,5853658.536585365
Ambalipura,2 BHK,1060.0,2.0,1.0,71341.46341463414,2,6730326.737229636
Somasundara Palya,2 BHK,1185.0,2.0,2.0,91463.41463414633,2,7718431.614695893
Padmanabhanagar,3 BHK,2051.0,3.0,1.0,219512.19512195123,3,10702691.132225802
Vittasandra,2 BHK,1404.0,2.0,1.0,87804.87804878049,2,6253908.6929330835
Electronic City Phase II,2 BHK,1252.0,2.0,1.0,81707.31707317074,2,6526143.536195746
Bannerghatta Road,3 BHK,1885.0,3.0,1.0,152439.0243902439,3,8086950.896034159
Kaikondrahalli,6 BHK,3381.0,6.0,3.0,274390.243902439,6,8115653.472417599
Hormavu,2 BHK,980.0,2.0,2.0,51219.51219512195,2,5226480.836236933
Rajaji Nagar,3 BHK,2500.0,3.0,3.0,414634.14634146343,3,16585365.853658538
Banashankari,3 BHK,1420.0,3.0,1.0,80487.80487804877,3,5668155.273102026
"Banasawadi, ",3 BHK,2312.0,3.0,2.0,190243.9024390244,3,8228542.493037387
Jayamahal,2 BHK,1175.0,2.0,1.0,85365.85365853658,2,7265179.03476907
Vinayaka Nagar,2 BHK,1145.0,2.0,2.0,62195.12195121951,2,5431888.380019171
Bhoganhalli,2 BHK,970.0,2.0,1.0,64024.39024390244,2,6600452.602464168
Electronic City,2 BHK,1125.0,2.0,1.0,39621.95121951219,2,3521951.2195121953
Whitefield,3 BHK,1639.5,3.0,0.0,112963.41463414633,3,6890113.731878398
3rd Block Jayanagar,3 BHK,2150.0,3.0,3.0,292682.9268292683,3,13613159.387407826
Ramagondanahalli,3 BHK,1635.0,3.0,1.0,69512.19512195123,3,4251510.405012308
Harlur,3 Bedroom,3425.0,3.0,1.0,390243.9024390244,3,11393982.552964216
Hennur Road,4 Bedroom,2950.0,4.0,3.0,308536.5853658537,4,10458867.300537413
Jalahalli,1 BHK,1200.0,2.0,1.0,80487.80487804877,1,6707317.073170731
Kathriguppe,3 BHK,1335.0,2.0,2.0,89548.78048780489,3,6707773.819311228
Hebbal,4 BHK,4450.0,6.0,0.0,547560.9756097561,4,12304741.02493834
Yeshwanthpur,2 BHK,1166.0,2.0,1.0,78146.34146341463,2,6702087.604066435
Rajaji Nagar,3 BHK,2390.0,3.0,1.0,453658.53658536583,3,18981528.727421165
Shivaji Nagar,3 BHK,1460.0,2.0,1.0,109756.09756097561,3,7517540.928833946
Gulimangala,3 BHK,1690.0,3.0,3.0,60975.60975609756,3,3608024.245922933
Nagashetty Halli,4 Bedroom,1386.0,3.0,2.0,113414.63414634146,4,8182874.0365325725
Devasandra Extension,2 BHK,1090.0,2.0,2.0,39024.39024390244,2,3580219.2884314167
Thanisandra,3 BHK,1732.0,3.0,1.0,104548.78048780488,3,6036303.723314369
Whitefield,2 BHK,1390.0,2.0,1.0,87804.87804878049,2,6316897.701351115
Sector 2 HSR Layout,2 BHK,1095.0,2.0,1.0,104158.53658536586,2,9512195.12195122
Kengeri,1 BHK,416.0,1.0,1.0,20963.414634146346,1,5039282.363977486
Channasandra Layout,3 BHK,2400.0,2.0,3.0,60975.60975609756,3,2540650.4065040653
Yelahanka,3 BHK,1350.0,2.0,3.0,103658.53658536586,3,7678410.117434509
Bannerghatta Road,3 BHK,1453.0,2.0,2.0,89024.39024390244,3,6126936.699511523
Thanisandra,2 BHK,1226.0,2.0,1.0,79268.29268292683,2,6465602.992082123
Kasturi Nagar,4 Bedroom,784.0,2.0,2.0,201219.51219512196,4,25665754.106520656
Hegde Nagar,3 BHK,1168.0,2.0,1.0,82926.82926829268,3,7099899.766120949
Bannerghatta,3 BHK,1776.0,3.0,2.0,151219.51219512196,3,8514612.173148759
Whitefield,3 BHK,1634.0,3.0,2.0,82926.82926829268,3,5075081.350568708
Hormavu,2 Bedroom,860.0,2.0,0.0,68292.68292682926,2,7941009.642654565
Kamala Nagar,3 Bedroom,2800.0,3.0,1.0,487804.8780487805,3,17421602.787456445
Nagasandra,3 BHK,1650.0,3.0,2.0,115853.65853658537,3,7021433.850702143
Whitefield,2 BHK,1190.0,2.0,1.0,85365.85365853658,2,7173601.147776183
JP Nagar,2 BHK,1133.0,2.0,1.0,41451.21951219512,2,3658536.5853658537
Suraksha Nagar,3 BHK,1559.0,3.0,2.0,75609.75609756098,3,4849888.139676779
Horamavu Banaswadi,3 Bedroom,1448.0,4.0,0.0,143902.43902439025,3,9938013.744778331
Sathya Sai Layout,4 BHK,6652.0,6.0,1.0,621951.2195121951,4,9349837.93614244
Kodichikkanahalli,2 BHK,976.0,2.0,1.0,60975.60975609756,2,6247500.99960016
Bank Of Baroda Colony,4 Bedroom,1350.0,4.0,3.0,292682.9268292683,4,21680216.80216802
Yelahanka,3 BHK,1590.0,2.0,2.0,65853.65853658537,3,4141739.5306028533
Binny Pete,4 BHK,2940.0,6.0,2.0,245121.9512195122,4,8337481.333997014
Yelahanka,3 BHK,1633.0,3.0,2.0,134146.34146341463,3,8214717.787104387
Ramagondanahalli,2 BHK,1151.0,2.0,2.0,56097.560975609755,2,4873810.684240638
Kereguddadahalli,3 BHK,1400.0,2.0,2.0,51219.51219512195,3,3658536.5853658533
Uttarahalli,2 BHK,1037.0,2.0,1.0,43902.439024390245,2,4233600.677376109
Thanisandra,2 BHK,1188.0,2.0,1.0,43902.439024390245,2,3695491.5003695497
Raja Rajeshwari Nagar 5th Stage,2 BHK,1060.0,2.0,1.0,63414.634146341465,2,5982512.655315232
Thigalarapalya,3 BHK,2215.0,4.0,2.0,197560.9756097561,3,8919231.40450366
Hennur,2 BHK,1255.0,2.0,2.0,66463.41463414633,2,5295889.612282577
Ganesha Block,3 Bedroom,2500.0,2.0,1.0,365853.65853658534,3,14634146.341463413
Hormavu,2 BHK,1075.0,2.0,1.0,65487.80487804878,2,6091888.825865003
Harlur,4 BHK,2569.0,5.0,3.0,219512.19512195123,4,8544655.31809853
ITPL,2 BHK,900.0,2.0,1.0,32926.829268292684,2,3658536.5853658537
Kudlu Gate,2 BHK,1183.0,2.0,1.0,97000.00000000001,2,8199492.814877432
HSR Layout,2 BHK,1100.0,2.0,2.0,53658.53658536585,2,4878048.780487805
GM Palaya,3 BHK,1643.0,2.0,2.0,85365.85365853658,3,5195730.5939462315
Banagiri Nagar,3 BHK,1500.0,2.0,2.0,146341.46341463414,3,9756097.56097561
Jakkur,2 BHK,1291.0,2.0,1.0,91463.41463414633,2,7084695.169182519
Hennur,3 Bedroom,1150.0,3.0,2.0,97560.9756097561,3,8483563.09650053
Electronic City,2 BHK,1060.0,2.0,1.0,67073.17073170732,2,6327657.616198803
7th Phase JP Nagar,3 BHK,1575.0,2.0,2.0,134146.34146341463,3,8517228.029423151
BHEL Layout,5 Bedroom,1200.0,4.0,1.0,195121.9512195122,5,16260162.601626018
Byrathi Village,4 Bedroom,1700.0,3.0,2.0,67073.17073170732,4,3945480.631276901
Mahadevpura,2 BHK,1236.0,2.0,1.0,70731.70731707317,2,5722630.041834399
Ramamurthy Nagar,3 BHK,1350.0,2.0,2.0,47560.9756097561,3,3523035.2303523035
Malleshwaram,3 BHK,2475.0,4.0,3.0,397560.9756097561,3,16063069.721606307
Electronic City,2 BHK,1200.0,2.0,1.0,42268.292682926825,2,3522357.7235772354
Hulimavu,4 Bedroom,1200.0,4.0,1.0,91463.41463414633,4,7621951.219512194
Harlur,2 BHK,1225.0,2.0,2.0,68292.68292682926,2,5574912.891986062
Thanisandra,2 BHK,1056.0,2.0,1.0,91463.41463414633,2,8661308.20399113
9th Phase JP Nagar,3 BHK,1240.0,2.0,2.0,52256.09756097561,3,4214201.41620771
Banashankari,3 BHK,1200.0,3.0,2.0,90878.0487804878,3,7573170.731707317
Kudlu Gate,3 BHK,1850.0,3.0,2.0,134146.34146341463,3,7251153.592617007
Amblipura,4 BHK,3150.0,4.0,3.0,219512.19512195123,4,6968641.114982578
Naganathapura,1 Bedroom,1200.0,1.0,0.0,48560.9756097561,1,4046747.9674796746
Dodda Banaswadi,4 Bedroom,1018.0,4.0,1.0,182926.82926829267,4,17969236.66682639
Konena Agrahara,5 Bedroom,3520.0,6.0,1.0,560975.6097560975,5,15936807.095343681
Chandapura,3 BHK,1185.0,2.0,2.0,36853.65853658537,3,3110013.378614799
Jigani,2 BHK,918.0,2.0,2.0,68292.68292682926,2,7439290.079175301
GD Layout,3 BHK,1330.0,2.0,2.0,82926.82926829268,3,6235099.944984413
Munnekollal,3 BHK,1540.0,2.0,3.0,85365.85365853658,3,5543237.250554323
Lakshminarayana Pura,2 BHK,1200.0,2.0,2.0,97560.9756097561,2,8130081.300813009
Sunkan palya,2 BHK,927.0,2.0,2.0,45121.95121951219,2,4867524.403399373
Sarjapur,4 Bedroom,2585.5,4.0,0.0,140243.9024390244,4,5424246.855116008
CV Raman Nagar,3 BHK,1400.0,2.0,2.0,95121.9512195122,3,6794425.087108014
Hosur Road,2 BHK,1345.0,2.0,2.0,129268.29268292683,2,9611025.478284523
1st Phase JP Nagar,4 Bedroom,1900.0,3.0,1.0,487804.8780487805,4,25673940.949935816
8th Phase JP Nagar,2 BHK,1510.0,2.0,3.0,97560.9756097561,2,6460991.762235504
Malleshwaram,2 BHK,302.0,2.0,1.0,30487.80487804878,2,10095299.628492974
ITPL,3 Bedroom,1500.0,3.0,1.0,75024.39024390244,3,5001626.016260162
Yelahanka,1 BHK,827.5,1.0,0.0,51871.95121951219,1,6268513.742539238
Vidyaranyapura,3 BHK,1100.0,2.0,2.0,87804.87804878049,3,7982261.640798227
Sunkadakatte,3 Bedroom,1200.0,3.0,1.0,82926.82926829268,3,6910569.105691057
Kanakpura Road,3 BHK,1100.0,3.0,2.0,64634.14634146341,3,5875831.485587583
Hormavu,4 BHK,2282.0,4.0,0.0,140243.9024390244,4,6145657.425022979
Jayanti Nagar,2 BHK,760.0,2.0,1.0,45719.51219512195,2,6015725.288831835
Sarjapur,3 Bedroom,2172.0,3.0,0.0,121951.21951219512,3,5614697.0309482105
Kumaraswami Layout,4 Bedroom,600.0,2.0,1.0,87804.87804878049,4,14634146.341463417
8th Phase JP Nagar,3 BHK,3300.0,3.0,2.0,201219.51219512196,3,6097560.975609756
Thubarahalli,3 BHK,1242.0,3.0,1.0,62195.12195121951,3,5007658.7722398965
Moodalapalya,1 Bedroom,410.0,1.0,1.0,58536.58536585366,1,14277215.942891138
Uttarahalli,3 BHK,1245.0,2.0,2.0,53146.34146341463,3,4268782.446860613
Kadugodi,2 BHK,1088.0,2.0,2.0,53658.53658536585,2,4931850.789096125
Sahakara Nagar,2 BHK,1200.0,2.0,0.0,56097.560975609755,2,4674796.747967479
TC Palaya,3 Bedroom,1995.0,3.0,1.0,121951.21951219512,3,6112843.083318052
Haralur Road,2 BHK,1309.0,2.0,1.0,100000.0,2,7639419.404125286
BTM 1st Stage,3 BHK,1717.0,3.0,2.0,243902.43902439025,3,14205150.787675612
7th Phase JP Nagar,3 BHK,2100.0,3.0,2.0,243902.43902439025,3,11614401.858304298
Gayathri Nagar,2 Bedroom,880.0,1.0,0.0,109756.09756097561,2,12472283.813747229
Abbigere,6 Bedroom,1200.0,6.0,1.0,115853.65853658537,6,9654471.544715447
Maruthi Nagar,3 BHK,1250.0,3.0,2.0,51219.51219512195,3,4097560.9756097556
Hebbal,3 BHK,3520.0,5.0,2.0,292682.9268292683,3,8314855.875831485
5th Phase JP Nagar,2 BHK,1041.0,2.0,2.0,65853.65853658537,2,6325999.8594222255
Sarjapur  Road,3 BHK,1505.0,2.0,2.0,73170.73170731707,3,4861842.638359938
Bannerghatta,3 BHK,1776.0,3.0,2.0,182926.82926829267,3,10299934.080421884
Bellandur,3 BHK,1767.0,3.0,2.0,108536.58536585367,3,6142421.356301849
Rajiv Gandhi Nagar,2 BHK,1293.0,2.0,2.0,97560.9756097561,2,7545319.072680287
Kengeri,2 BHK,1320.0,2.0,1.0,60975.60975609756,2,4619364.375461937
Bhuvaneshwari Nagar,2 BHK,1280.0,2.0,2.0,83512.19512195123,2,6524390.243902439
Thanisandra,2 BHK,1245.0,2.0,1.0,101280.48780487805,2,8134978.940150847
Haralur Road,2 BHK,1027.0,1.0,2.0,53658.53658536585,2,5224784.477640297
Kanakpura Road,3 BHK,1100.0,3.0,2.0,70731.70731707317,3,6430155.210643016
Medahalli,3 Bedroom,1065.0,3.0,1.0,87804.87804878049,3,8244589.488148403
Kannamangala,3 BHK,1814.0,3.0,1.0,157317.07317073172,3,8672385.511065695
Ramagondanahalli,3 BHK,1610.0,2.0,1.0,136585.36585365853,3,8483563.096500529
Kumaraswami Layout,1 Bedroom,850.0,1.0,1.0,95121.9512195122,1,11190817.790530847
Kasavanhalli,3 BHK,1600.0,3.0,3.0,96341.46341463414,3,6021341.463414634
Old Mangammanapalya Road,3 BHK,3200.0,4.0,2.0,170731.70731707316,3,5335365.853658536
Canara Bank Colony,3 BHK,1250.0,2.0,1.0,94060.9756097561,3,7524878.048780489
Haralur Road,2 BHK,1243.0,2.0,2.0,56097.560975609755,2,4513078.115495555
Kanakpura Road,3 BHK,1452.0,3.0,3.0,74365.85365853658,3,5121615.2657394335
Ittamadu,3 BHK,1475.0,3.0,3.0,91463.41463414633,3,6200909.466721785
Electronic City,2 BHK,1353.0,2.0,3.0,91463.41463414633,2,6760045.4275052715
Maruthi Sevanagar,4 Bedroom,2100.0,3.0,0.0,256097.56097560975,4,12195121.951219512
Electronics City Phase 1,3 BHK,1750.0,3.0,2.0,70731.70731707317,3,4041811.8466898957
Whitefield,4 Bedroom,4800.0,4.0,3.0,670731.7073170731,4,13973577.235772356
Sahakara Nagar,2 BHK,1270.0,2.0,1.0,117073.17073170732,2,9218359.900134435
Battarahalli,4 Bedroom,2700.0,3.0,0.0,91463.41463414633,4,3387533.8753387528
8th Phase JP Nagar,4 Bedroom,1200.0,4.0,2.0,329268.2926829268,4,27439024.390243903
Thanisandra,4 BHK,2695.0,4.0,3.0,229268.29268292684,4,8507172.270238472
Hessarghatta,3 BHK,1330.0,3.0,2.0,79268.29268292683,3,5960022.006235099
Electronic City,2 BHK,660.0,1.0,0.0,21951.219512195123,2,3325942.3503325945
BTM 2nd Stage,2 BHK,1400.0,2.0,3.0,109756.09756097561,2,7839721.254355401
Gubbalala,4 BHK,4000.0,5.0,1.0,237804.8780487805,4,5945121.951219512
Kanakpura Road,3 BHK,1700.0,3.0,2.0,91463.41463414633,3,5380200.860832137
Kasavanhalli,2 BHK,1585.0,2.0,2.0,109756.09756097561,2,6924674.924982688
Kothanur,3 BHK,1385.0,3.0,3.0,81707.31707317074,3,5899445.276041209
Electronic City,2 BHK,1128.0,2.0,1.0,81707.31707317074,2,7243556.478117974
Whitefield,4 Bedroom,60.0,4.0,2.0,265853.65853658534,4,443089430.8943089
HSR Layout,2 BHK,1203.0,2.0,2.0,73170.73170731707,2,6082355.087890031
Mallasandra,2 BHK,905.0,2.0,1.0,42682.92682926829,2,4716345.505996496
Hennur Road,3 BHK,1450.0,3.0,2.0,96341.46341463414,3,6644238.856181664
Varthur,2 BHK,1105.0,2.0,3.0,46341.46341463415,2,4193797.5940845385
Channasandra,2 Bedroom,1200.0,2.0,1.0,56256.09756097561,2,4688008.130081301
Jalahalli,3 BHK,1530.0,2.0,3.0,108536.58536585367,3,7093894.468356449
Whitefield,2 BHK,1105.0,2.0,1.0,43170.73170731707,2,3906853.54817349
Dasarahalli,2 BHK,1333.0,2.0,1.0,95804.87804878049,2,7187162.644319617
Hongasandra,2 BHK,1065.0,2.0,2.0,54878.04878048781,2,5152868.430092752
Haralur Road,2 BHK,1243.0,2.0,2.0,56097.560975609755,2,4513078.115495555
Old Madras Road,3 BHK,1530.0,3.0,2.0,93097.56097560975,3,6084807.906902599
Margondanahalli,2 Bedroom,1200.0,2.0,1.0,79268.29268292683,2,6605691.056910569
Whitefield,2 BHK,1270.0,2.0,1.0,114634.14634146342,2,9026310.7355483
Bellandur,3 BHK,1830.0,3.0,3.0,108536.58536585367,3,5930960.948953752
Chandapura,2 BHK,900.0,2.0,3.0,42682.92682926829,2,4742547.425474254
Attibele,4 Bedroom,2400.0,2.0,2.0,304878.0487804878,4,12703252.032520324
Varsova Layout,6 Bedroom,7000.0,6.0,2.0,682926.8292682926,6,9756097.56097561
Bannerghatta Road,3 BHK,1450.0,2.0,2.0,95121.9512195122,3,6560134.56686291
J C Nagar,3 BHK,1525.0,3.0,3.0,79268.29268292683,3,5197920.831667333
Mahalakshmi Layout,2 BHK,1080.0,2.0,1.0,81707.31707317074,2,7565492.321589883
Bagalur Main Road,2 BHK,1220.0,2.0,2.0,87804.87804878049,2,7197121.151539385
Begur Road,2 BHK,1200.0,2.0,2.0,54146.34146341463,2,4512195.12195122
Bommanahalli,2 BHK,1355.0,2.0,0.0,89231.70731707317,2,6585365.853658536
R.T. Nagar,3 Bedroom,2400.0,3.0,0.0,424390.243902439,3,17682926.82926829
Govindapura,2 BHK,1500.0,2.0,2.0,73170.73170731707,2,4878048.780487805
Koramangala,2 BHK,1355.0,2.0,2.0,115853.65853658537,2,8550085.500855008
Electronic City,2 BHK,1070.0,2.0,1.0,69512.19512195123,2,6496466.833827217
CV Raman Nagar,3 BHK,1980.0,4.0,1.0,219512.19512195123,3,11086474.501108648
Bommasandra,2 BHK,842.0,2.0,2.0,36585.365853658535,2,4345055.327037831
Bannerghatta Road,1 BHK,700.0,1.0,1.0,38048.78048780488,1,5435540.069686411
"Kanakapura Road, ",3 Bedroom,1884.0,3.0,2.0,115853.65853658537,3,6149344.932939775
Dena Bank Colony,2 BHK,1100.0,2.0,2.0,91463.41463414633,2,8314855.875831485
Raja Rajeshwari Nagar,2 BHK,1196.0,2.0,2.0,49439.0243902439,2,4133697.691491965
Budigere,3 BHK,1820.0,3.0,2.0,103658.53658536586,3,5695523.988206916
Thanisandra,2 BHK,1185.0,2.0,2.0,53048.78048780488,2,4476690.336523619
Varthur,3 BHK,2145.0,3.0,2.0,207317.07317073172,3,9665131.61635113
Whitefield,2 BHK,1220.0,2.0,1.0,108536.58536585367,2,8896441.42343063
Whitefield,2 BHK,1116.0,2.0,3.0,63304.87804878049,2,5672480.111897893
6th Phase JP Nagar,2 BHK,1192.0,2.0,3.0,91463.41463414633,2,7673105.254542477
Marathahalli,3 BHK,1449.0,3.0,2.0,134146.34146341463,3,9257856.553720817
Ardendale,3 Bedroom,2500.0,3.0,1.0,304878.0487804878,3,12195121.951219512
Electronic City,3 BHK,1700.0,3.0,2.0,109756.09756097561,3,6456241.032998566
Hebbal,3 BHK,1920.0,3.0,2.0,182926.82926829267,3,9527439.024390243
BTM 4th Stage,2 Bedroom,1350.0,2.0,0.0,109756.09756097561,2,8130081.300813008
Devanahalli Int. Airport,4 Bedroom,4800.0,5.0,2.0,426829.26829268294,4,8892276.422764229
"Sarjapur Road, ",3 BHK,1700.0,3.0,2.0,90243.90243902439,3,5308464.849354376
Hoodi,2 BHK,1447.0,3.0,2.0,92682.9268292683,2,6405178.080806379
Kanakpura Road,2 BHK,1329.0,2.0,1.0,130487.80487804877,2,9818495.47615115
Sarjapur  Road,3 BHK,1314.0,2.0,2.0,85902.43902439025,3,6537476.333667446
Hal old airport road,3 Bedroom,1200.0,3.0,2.0,134146.34146341463,3,11178861.788617887
Basavangudi,6 Bedroom,1214.0,3.0,0.0,268292.68292682926,6,22099891.509623498
Hosa Road,3 BHK,1513.0,3.0,1.0,125609.75609756098,3,8302032.788999404
Vittasandra,2 BHK,1246.0,2.0,1.0,82317.0731707317,2,6606506.675018596
Ganga Nagar,1 BHK,705.0,1.0,1.0,79268.29268292683,1,11243729.45857118
Dasarahalli,2 BHK,1220.0,2.0,2.0,75609.75609756098,2,6197520.991603359
Yelahanka New Town,3 BHK,1800.0,2.0,1.0,54878.04878048781,3,3048780.487804878
Kaval Byrasandra,3 BHK,1400.0,3.0,2.0,91463.41463414633,3,6533101.045296166
Kasavanhalli,2 BHK,1245.0,2.0,2.0,97560.9756097561,2,7836222.940542659
Anantapuram,3 BHK,1495.0,2.0,1.0,76829.26829268293,3,5139081.49114936
Nagavara,3 Bedroom,2000.0,2.0,2.0,335365.85365853657,3,16768292.682926828
Gollarapalya Hosahalli,2 BHK,996.0,2.0,2.0,44512.19512195122,2,4469095.895778235
Yelahanka New Town,2 BHK,1000.0,2.0,1.0,53658.53658536585,2,5365853.658536585
Chikka Banaswadi,2 BHK,1250.0,2.0,3.0,91463.41463414633,2,7317073.170731707
Chandapura,2 BHK,975.0,2.0,1.0,30317.073170731706,2,3109443.402126329
Thanisandra,3 BHK,1261.0,2.0,1.0,97560.9756097561,3,7736794.259298661
Electronics City Phase 1,2 BHK,1080.0,2.0,2.0,56097.560975609755,2,5194218.608852754
Akshayanagara East,2 BHK,1230.0,2.0,1.0,60975.60975609756,2,4957366.6468372
Kammasandra,2 BHK,982.0,2.0,2.0,31134.146341463416,2,3170483.3341612443
Bommasandra,3 BHK,1260.0,3.0,1.0,60195.12195121951,3,4777390.631049167
HSR Layout,3 BHK,1590.0,2.0,2.0,164634.1463414634,3,10354348.826507133
Horamavu Agara,2 BHK,1220.0,2.0,2.0,47560.9756097561,2,3898440.6237505
Electronic City Phase II,3 BHK,1320.0,2.0,1.0,46487.80487804877,3,3521803.39985218
Green Glen Layout,3 BHK,1750.0,3.0,2.0,128048.78048780488,3,7317073.170731707
Whitefield,3 BHK,1436.0,2.0,3.0,75792.68292682926,3,5278041.986547999
TC Palaya,3 Bedroom,1200.0,2.0,0.0,80487.80487804877,3,6707317.073170731
Varthur,3 BHK,1560.0,3.0,2.0,109756.09756097561,3,7035647.279549719
Whitefield,3 BHK,3758.0,3.0,1.0,365853.65853658534,3,9735328.859408868
Belatur,2 BHK,1275.0,2.0,2.0,71951.21951219512,2,5643232.902917264
Ramanjaneyanagar,2 BHK,1040.0,2.0,2.0,44390.243902439026,2,4268292.682926829
Bellandur,3 BHK,2400.0,3.0,2.0,140243.9024390244,3,5843495.934959349
Chamrajpet,6 Bedroom,1500.0,9.0,3.0,280487.8048780488,6,18699186.99186992
Kaggalipura,4 Bedroom,3150.0,5.0,1.0,258536.58536585365,4,8207510.646535036
Karuna Nagar,3 BHK,1960.0,3.0,2.0,201219.51219512196,3,10266301.642608263
JP Nagar,4 BHK,3200.0,5.0,3.0,376829.26829268294,4,11775914.634146342
Yeshwanthpur,2 BHK,1195.0,2.0,2.0,121951.21951219512,2,10205122.97173181
Yelahanka,2 BHK,1195.0,2.0,0.0,64762.19512195122,2,5419430.554138177
Hosakerehalli,5 BHK,4500.0,5.0,2.0,176829.26829268291,5,3929539.295392954
Ulsoor,3 Bedroom,450.0,3.0,1.0,85365.85365853658,3,18970189.701897018
Sathya Sai Layout,4 Bedroom,4304.0,4.0,2.0,852439.0243902439,4,19805739.414271466
Javarandoddi,1 BHK,648.0,1.0,1.0,48780.48780487805,1,7527853.056308341
Sarjapur  Road,3 BHK,2100.0,3.0,2.0,158536.58536585365,3,7549361.207897793
Thanisandra main road,4 BHK,4209.0,4.0,2.0,734146.3414634146,4,17442298.442941662
Kudlu,2 BHK,1027.0,2.0,1.0,53658.53658536585,2,5224784.477640297
Whitefield,4 Bedroom,1575.0,4.0,3.0,304878.0487804878,4,19357336.43050716
